customer_id,customer_zip_code_prefix,customer_city,customer_state
SnCDc4M0EPPN,70760,Bauru,SP
rBsRY5X48Hga,3471,Balneario Camboriu,SC
RWHxZrBZhpHr,69058,Guaratingueta,SP
cX8Swif77k31,76260,Sao Paulo,SP
zTPOMAysMJhH,27353,Criciuma,SC
hPGwbqMRry5b,3119,Valparaiso De Goias,GO
OmT8umALrQBL,3280,Rio De Janeiro,RJ
NRPJJ6GpJ8xB,90245,Recife,PE
erzJJKvH1WEr,1455,Camamu,BA
rhXm9vrnYI1w,79045,Barueri,SP
p4SfhjgOHpTQ,3881,Cuiaba,MT
snFqh0MYwy5Z,79970,Suzano,SP
6ave5JEti3yV,85940,Rio De Janeiro,RJ
IvxiMnGwwn0v,3316,Teresina,PI
LRC7LOkwjPOs,30644,Sao Jose Dos Campos,SP
ToNZZRSEqwUm,5590,Rio De Janeiro,RJ
LdE5LOtcQQv0,3264,Toledo,PR
syeJFKFXSE7t,12523,Rio De Janeiro,RJ
W9lWOxbYe3ky,38302,Goiania,GO
ryevlvi6hkSX,12944,Coroata,MA
Osemid4IjLjs,16078,Avare,SP
fjC5ojGVaMdT,36606,Sao Paulo,SP
lOZJp01JTBE5,3720,Rio Do Pires,BA
f3GeatunvK8i,25870,Sao Paulo,SP
76LyHneJCcW1,64212,Sete Lagoas,MG
AxrbewM3lJXp,89167,Sao Paulo,SP
rR2OcRzSY2Jk,4660,Sao Paulo,SP
KAbVrbumgQ6w,86701,Rio De Janeiro,RJ
lCm16Lf0qiJz,62340,Sao Paulo,SP
eg3CVNw0LIo9,37430,Pindamonhangaba,SP
hSYEyY9ZPhoL,26115,Ribeirao Preto,SP
vjyQ0wUev6ox,61654,Aracaju,SE
j6ESHyQVFLvh,86073,Diadema,SP
rCWTijderEAV,18205,Bonfim Paulista,SP
Q8gOEsTAU7US,13977,Piracicaba,SP
IyJep237aCmC,8460,Manaus,AM
A2CuyvsMvXRl,36784,Sao Paulo,SP
NJRTq7yzTZ5p,45870,Delfinopolis,MG
X00SreMPC71q,28911,Maringa,PR
G2z1wHXJWq4G,39363,Primavera Do Leste,MT
No6QSWCJFqdy,5424,Vinhedo,SP
63l5TaZ7G6lt,16016,Charqueadas,RS
f9Oubsn9vboB,11380,Santana De Parnaiba,SP
aVjp5UllZagj,58073,Araucaria,PR
4HYWgovdCLlQ,12955,Queimados,RJ
DFnJDLiAdDim,65735,Sao Paulo,SP
saJvzSu7EqWW,11082,Rio De Janeiro,RJ
OQZG7jCor9W6,25963,Ecoporanga,ES
hk2MHXv0olZ9,13454,Santo Andre,SP
C4y2spHSYbt3,83603,Rio De Janeiro,RJ
eQrI35CGCR2I,1525,Guarulhos,SP
G3JAAn2IwfJV,96405,Contagem,MG
J7ml5GTv4FJQ,8130,Colombo,PR
yyYu5BlS9T7q,36030,Sao Paulo,SP
X8sYRk07UrIE,8693,Campos Dos Goytacazes,RJ
0OE36oavc3KX,11365,Duque De Caxias,RJ
8fV1TLIgS3Rm,48705,Jundiai,SP
TQk6MX0VtOBr,79180,Duque De Caxias,RJ
AdETBVIohMMm,7836,Capanema,PR
zI0cDYFVFhDC,89165,Santo Andre,SP
DTpv6E7Ulb3V,3050,Tres Marias,MG
GbInfZP75cwf,30644,Sao Jose Dos Campos,SP
oh3RGTpZ7AXl,88490,Taubate,SP
RFoFLgTDRZ09,92420,Porto Alegre,RS
KPApqd3pXgxJ,59076,Rio Claro,SP
mLolEmriu6UJ,36190,Alvorada,RS
YbAXO4FXNTPp,69086,Niteroi,RJ
rQ72FCA8pVF4,3937,Campinas,SP
2meY4EwohjqW,6147,Visconde Do Rio Branco,MG
nln00sxxvQdw,38745,Rio De Janeiro,RJ
3GYa2KPoaIFE,59930,Piracicaba,SP
rirVuso80w1G,66620,Imperatriz,MA
qlG3MxiUeQeg,41810,Sao Joao De Meriti,RJ
5RZqzfpfYMYF,27353,Criciuma,SC
K89uhvcTZgW5,25050,Sao Paulo,SP
bluGfdpcRG6r,97700,Uniao Da Vitoria,PR
9uKkOvgVMWAl,2273,Sao Paulo,SP
lmj4rEEic6ob,64625,Porto Alegre,RS
WaK7B939L6iB,58031,Altamira,PA
MAS7soyQboqq,4249,Arapiraca,AL
RHkvJMS7hNeH,14440,Fortaleza,CE
zJprhjsoBILB,31555,Sao Bernardo Do Campo,SP
gIIS54TzrNwk,73105,Rio De Janeiro,RJ
IqCueFvhpxuB,13846,Caxias Do Sul,RS
zJMw1sQw4Meh,44450,Campo Grande,MS
bMCpef2oDZVd,85606,Sao Paulo,SP
gbwOTqe21uUB,37551,Rio De Janeiro,RJ
R8EyB5HIdbHD,35430,Nucleo Residencial Pilar,BA
RVuDZhuXuh0t,88338,Sao Paulo,SP
ejafpaqpC1LM,45822,Sao Paulo,SP
cXQ3HHdbxkbl,3185,Florianopolis,SC
OMKzb7thxa1I,3803,Serra,ES
FZfkr7XJxLdP,95088,Sao Paulo,SP
GQEaSyoPS2TM,69307,Eloi Mendes,MG
rU4bdSJKUS6t,79021,Brasilia,DF
qClzUcGY7CEh,36328,Ribeirao Preto,SP
0EkOeULLuqMV,75140,Rio De Janeiro,RJ
74NU89S01IzC,29913,Sorocaba,SP
nlskIH2WlBpS,75650,Sao Paulo,SP
TCTsFk60qGsD,3617,Brasilia,DF
rb1hqNl9Seor,55610,Sao Paulo,SP
wxEqxQkEK157,80310,Campinas,SP
xkQuufSeyL6c,4853,Sao Jose Do Rio Preto,SP
EV8Y9vGkBNVL,3221,Sao Paulo,SP
ueY0oyZEZfBX,38525,Tanabi,SP
CPyAdb3xcyhY,64090,Curitiba,PR
AIRAffQ0OkYp,5327,Pirassununga,SP
XAqteEOnoAb8,17880,Goiania,GO
FRemx5BM7ZzA,18708,Sao Paulo,SP
OCbPd9F7yMyE,9400,Curitiba,PR
QxAeH5iPnrcW,4730,Americana,SP
4j97SbAetM4e,21833,Taboao Da Serra,SP
CxvyAgKHaqk2,70763,Santa Barbara D'Oeste,SP
BtUgLdkBjW0q,94850,Patrocinio,MG
RzDaolc1Paiz,6436,Sao Lourenco Do Sul,RS
4fUQsqgU0biN,16303,Sao Paulo,SP
s08zKmBPJQF7,53437,Paraiso Do Tocantins,TO
ksprMvOv8E1N,30290,Belo Horizonte,MG
VJA40zrAFPVU,58195,Fernandopolis,SP
GDQoy7wYKhUa,18115,Sao Goncalo,RJ
wsd24NCCBJ7L,51345,Belo Horizonte,MG
EEvDbJFIBpSS,40296,Mesquita,RJ
zHGuINaUhOHw,45650,Contagem,MG
6ucGr2cbkOcz,50070,Cordeiropolis,SP
saAgnSO7qNf5,24417,Sao Paulo,SP
Z6xW86veQ9Iq,55811,Sao Paulo,SP
T4roYExwZI0C,3310,Parnamirim,RN
1VaAKthPBPKs,1523,Cabo Frio,RJ
7DqLmSFoyvPr,7183,Jacarei,SP
DzXHlRcHuVUB,83606,Mococa,SP
PguC03BEPIEz,96255,Belo Horizonte,MG
svTKz42kP7Vz,66040,Ribeirao Preto,SP
1DJaQDy19sCh,46310,Patos De Minas,MG
otqoLtXWVMmp,9850,Brasilia,DF
TBCDDRee4tQg,70804,Paranavai,PR
rMItWG2z7sJx,37148,Camanducaia,MG
A8Bb5iCdsGS2,13276,Nova Venecia,ES
Og4WPYwhi8dL,27263,Sao Paulo,SP
aXowQCphSOZ7,94451,Sao Bernardo Do Campo,SP
04J0EyAyi0iQ,15052,Joao Pessoa,PB
7tE3t7ZNg74l,49047,Atibaia,SP
B49a6YjfI14A,28550,Santo Andre,SP
w8o5QZgyd5tB,55152,Joinville,SC
GNXSBOMVLZGb,3551,Hortolandia,SP
SNkzmrQe8pfC,5282,Santana De Parnaiba,SP
dxQftprC6OKt,7070,Goiania,GO
DQvHzma57PSZ,5302,Sao Paulo,SP
vyLGj4IFM8Ef,99150,Sao Paulo,SP
3Afyx1aNawmR,70660,Hidrolina,GO
xJKPJG5a6CeM,1144,Santo Andre,SP
1cdOzfuwAMdH,95340,Ubirata,PR
4fwirHfkrS9M,75901,Sao Paulo,SP
B8aY8385hW9o,37470,Brasilia,DF
yE58uDvudROi,15300,Manaus,AM
7eOqqHUfCeJj,86125,Rio De Janeiro,RJ
l2UOP8EGuTfX,57306,Sao Carlos,SP
VlTIs1lCfts7,27353,Criciuma,SC
n8MlP9xmdkfV,12230,Marechal Candido Rondon,PR
4YixJdy2Wml2,26600,Birigui,SP
fOexDZdQkwf7,94480,Pelotas,RS
VlojaOwNms8q,60842,Novo Cruzeiro,MG
HJfyRF3nrLPa,47850,Montes Claros,MG
ziOs4OuuwDke,26115,Ribeirao Preto,SP
mjxJc3ST7u75,4087,Itamonte,MG
kexCDOa7o8WF,4846,Guanambi,BA
2AN262Sp4bIZ,29660,Brasilia,DF
bJCeD5zUgDq7,99457,Guarulhos,SP
yeI8PqtbRAth,58540,Rio De Janeiro,RJ
17qjfN8EXFgE,89023,Nova Iguacu,RJ
b4O5YYMbnYeT,74840,Janauba,MG
XLU6RJNjs3yS,53130,Sao Mateus,ES
xGhP8e5cSIyX,4274,Rio De Janeiro,RJ
DwHfbHA9hv4e,69027,Timon,MA
ECe29hFOvbTj,6696,Rondonopolis,MT
u0ddxZ1DhUwf,9581,Nova Iguacu,RJ
v9fgZvgvdbug,94850,Patrocinio,MG
KYabDqZRODHB,95990,Sao Paulo,SP
SnncGp0TYouK,3820,Sao Paulo,SP
U25y8G9nWJEY,85525,Mage,RJ
XmdOXcKRJH14,3186,Mogi Mirim,SP
VOMWMKTRGDbb,37860,Rio De Janeiro,RJ
Y5yUY5chD8sY,18405,Belo Horizonte,MG
ahk3ibekswVy,25050,Sao Paulo,SP
bKAjIHGVIM1E,75470,Colorado Do Oeste,RO
NuQDvQz5MlEg,5832,Caruaru,PE
WtS8sZAM31nF,3554,Sao Paulo,SP
XtaEx0ik466r,7050,Sao Paulo,SP
E7rIZIf4aUeY,6144,Sao Paulo,SP
yisRDznBfISb,12287,Capao Da Canoa,RS
UmBT45ddL3by,26115,Ribeirao Preto,SP
DEHBcgp3P5AU,3380,Parauapebas,PA
HkwHgCVhKr12,6266,Sao Paulo,SP
n0l1qprdDOd1,57051,Sao Goncalo,RJ
u04EjqR29VOo,9623,Sao Paulo,SP
WrKYL39Aplig,4423,Tupi Paulista,SP
2NVZ8KiexoDk,32150,Itauna,MG
rsOFsVayLwAe,60712,Sao Paulo,SP
zGzJALick2Tk,54762,Parana,TO
T75FULnHLW91,13607,Anapolis,GO
BM0x5k7UJM04,88950,Cesario Lange,SP
Zepd6WdR44TB,76730,Belo Horizonte,MG
9wGdZ1fSaK1P,68540,Sao Paulo,SP
PCTjDkr6xQkw,95945,Treze Tilias,SC
JLg23kbePtLn,26084,Santo Andre,SP
XEtZgO3Rmebe,5328,Presidente Prudente,SP
mXXIXLcAEf1r,6654,Cruz Das Almas,BA
oP0W6LPkcqfu,74980,Itumbiara,GO
7y9N4hwKn0rv,49120,Foz Do Iguacu,PR
Iok46qFGAyoi,28635,Santos,SP
NtivnLpQwizN,4132,Indaial,SC
msILmre0EHpZ,23015,Recife,PE
DwuUyXZMl1Nx,71539,Sao Luis,MA
4DFJ3RD8NijE,63165,Goiania,GO
EUIv9HGA2HdJ,29885,Salvador,BA
CaS3c8qs2I4K,91180,Rio De Janeiro,RJ
k6xSTEtYLBJA,4787,Sao Paulo,SP
Y77LUIeuL1yF,8508,Cariacica,ES
mwPDkgLGJrug,60540,Sao Paulo,SP
aWvY5Jpha03u,96506,Belo Horizonte,MG
tWbvsR1arEi3,53610,Sao Jose,SC
JxzMWvoj7fqH,3553,Niteroi,RJ
JDJajonRusRr,25850,Francisco Morato,SP
VD9OONdjIomy,57255,Belford Roxo,RJ
oRGIQC3PSn9A,3646,Osasco,SP
XYci2tIQRr2G,4676,Serra,ES
QYV7T3yIDHDZ,15953,Osasco,SP
EXkJPkIpSfu5,24856,Sao Paulo,SP
muh6fZLh0aLZ,24731,Sao Jose,SC
pzRM1PASICAm,7401,Porto Belo,SC
O1wBCAuRviAj,6622,Penedo,AL
5F22TFjs3j1l,2533,Rio De Janeiro,RJ
yqA3KbowyteL,58701,Pompeia,SP
qBctbR2qGwLy,33920,Indaiatuba,SP
une5jEOFsPb6,1305,Guaratingueta,SP
V8KJyYiEg6KM,12120,Curitiba,PR
DLCVC1c2PIjB,74884,Groairas,CE
EXIHMV3xp39v,7221,Barra Velha,SC
i0QP49mPskRy,6018,Sao Paulo,SP
BXNjDjEZ48p6,66033,Brasilia,DF
NofD4OxDmOct,67145,Santa Rita Do Sapucai,MG
3SISwlLrOz03,9682,Teresina,PI
InMs4GvbECVP,54210,Sao Paulo,SP
JSegWQKsXo47,70756,Rio De Janeiro,RJ
07wU6UwFroMV,2674,Carmo Do Paranaiba,MG
he28vANmqRfq,4615,Aperibe,RJ
x9fKZkbbTTUC,89560,Salvador,BA
vrxynu6zceJB,12228,Pedro Leopoldo,MG
cXsO8jcutwl5,45615,Rio De Janeiro,RJ
96nMybxJO8jH,31080,Sao Paulo,SP
S4evANE6rfXl,26143,Diadema,SP
ITBeQkE4yJh9,6397,Sao Jose,SC
2TsfQAr0Gqsl,2525,Belo Horizonte,MG
IsrufTdGIvSf,4709,Sao Paulo,SP
t2pBYQxbiV5l,23821,Erebango,RS
Yyoi25wlHBe6,55250,Itabira,MG
zewwWmfVpMka,1435,Brusque,SC
aVZlzb9VsxSL,2351,Curitiba,PR
l25JGLA7DpgV,13010,Sao Paulo,SP
G7pXdGKxJ7yE,77425,Sao Vicente,SP
78HZgAlzo3rH,4617,Sao Paulo,SP
jjkaRPIqwh8O,68503,Sao Paulo,SP
0RCYBZfA5STm,7851,Cristais Paulista,SP
hzGprPaeWHDR,85862,Sao Joao De Meriti,RJ
x1ePwg5XBdWF,8021,Sao Goncalo,RJ
K3MTW7qQUacD,4308,Rio De Janeiro,RJ
p47MnkDwYYIb,59054,Campos Dos Goytacazes,RJ
wADaXRGOxwdK,2867,Porto Alegre,RS
RKqM4qqaDEYV,36507,Sao Paulo,SP
asjhZPNOHhyi,36515,Uberaba,MG
wYQmTlMDJork,5398,Natal,RN
mrG00RRjn507,23030,Braganca Paulista,SP
aGfhntlLorRA,82130,Sao Paulo,SP
Aaz8r88TTorJ,3281,Nova Andradina,MS
AXItVntD93bz,57360,Xapuri,AC
0X2tU90qDbaV,79134,Belo Horizonte,MG
qBLC7ZmVR5gN,88813,Sao Paulo,SP
0zwwwxclBH4A,31050,Salto,SP
e8wJu6EJi4Nh,30660,Vitoria,ES
moTlYr1dgF14,5303,Sao Paulo,SP
3PjFUq8rgHXB,5072,Joao Pessoa,PB
DueJESqiMMIC,3107,Seropedica,RJ
QiCM3OwGgFdA,13341,Vassouras,RJ
JXTLSwKvvBjc,70743,Santo Andre,SP
PxwUhGdSig2z,36873,Assis Chateaubriand,PR
7HHzPR3EMcAo,55641,Franca,SP
JCHeiLKLfFnV,71996,Salesopolis,SP
HF4u1SNhBL8c,62050,Sao Paulo,SP
aT4VKF2zcSET,37716,Pinhais,PR
IGOAbuCGb9Z9,13976,Porto Alegre,RS
EAaWSF80gMTa,89735,Lagoa Da Prata,MG
ata9yN7mDihz,39210,Rio De Janeiro,RJ
MjkipZr5zVq1,3032,Ananindeua,PA
oJrpUeJes6RI,75906,Rio De Janeiro,RJ
2jYeGGYUXn6m,96255,Belo Horizonte,MG
w8SukrvojwMz,69925,Pilar Do Sul,SP
KG1RCDHmIu6Q,45820,Ilhota,SC
bxSbklSysNDr,88010,Arroio Do Sal,RS
2sv5xuBd77C4,17031,Fortuna,MA
P9rhWpyI6sfs,95420,Sao Paulo,SP
4o0cvzMkveXe,36525,Curitiba,PR
DWZvvdStFbtZ,58915,Barra Mansa,RJ
N7basOpVJc9U,77827,Sao Paulo,SP
Xo6zufNLDfUo,15070,Viana,MA
36AlTdRiyXwH,27555,Sao Paulo,SP
Se9e0i30yBW7,37855,Itarare,SP
alVgOlo0lP0Z,68798,Osasco,SP
w89RjEWzvVhy,21863,Sorocaba,SP
UDw1hYxOjAhl,70752,Sao Paulo,SP
ybmRXHn81CCc,4231,Brasilia,DF
CHrv4IgyypIY,93601,Icara,SC
5XWpCJduUhQc,5850,Natal,RN
iBPeGa1K6vJG,62184,Mari,PB
9u1TMfiLfxt2,13188,Belo Horizonte,MG
UH5L91fsX2l9,83570,Teresina,PI
RSgnSueQ06qa,49050,Brasilia,DF
wFWsam95tX94,3636,Itaguai,RJ
a92rV6txd7AN,11629,Sao Paulo,SP
n1AN2G8br0bE,86990,Mogi Das Cruzes,SP
oq3j0dolfHhc,3186,Mogi Mirim,SP
9809Gu5qajuk,95390,Guarulhos,SP
rV7aBMpd3oDw,23916,Anhandui,MS
xffxwGwlLFSj,82920,Sete Lagoas,MG
yyyYEwcw11mX,1522,Feira De Santana,BA
aINPF0ixWFkr,98040,Brasilia,DF
VPg7Ejw24AiX,89899,Sao Bernardo Do Campo,SP
vi5BJGYlWVZL,26278,Vera Cruz,BA
TJpmWUqYcGAQ,96077,Sao Paulo,SP
Xt4VuXzomaA0,68903,Sao Paulo,SP
LSVRH9o1QKiF,23935,Sao Paulo,SP
Rz4DBFw2bGwq,84267,Sao Paulo,SP
lqm39hW8WYG1,68682,Sao Bernardo Do Campo,SP
EYAMRZLAqihM,4135,Divinopolis,MG
HeQcPJirx97f,41906,Mage,RJ
Je9YmJNXq6BI,5409,Goiania,GO
1AKR9TuziuqE,60411,Cabo Frio,RJ
MwffyStNOP2q,87730,Belem,PA
H1GvIwDJNZ0o,12230,Marechal Candido Rondon,PR
ycpPgJjix6wU,40354,Belo Horizonte,MG
yON2l2TyENkP,77993,Sao Paulo,SP
0aWGCV3pC7tu,15953,Osasco,SP
8YgkIKANV6MA,13341,Vassouras,RJ
ACNAfbaMWBNy,83502,Luiziana,PR
CT5HjKG8CRVB,89835,Novo Hamburgo,RS
YCHmqU942Fwn,35540,Juazeiro Do Norte,CE
wDk7pDqUhLYv,6162,Presidente Epitacio,SP
oxumRIwlDomH,2378,Teresina,PI
ejCRM9KQSjnw,9682,Teresina,PI
g2DT1myNmtvP,2038,Inhambupe,BA
OXV0S3kKZrsL,29904,Patrocinio,MG
7PLjUlQTRSx4,8583,Contagem,MG
XvFXwaVarzDa,65980,Jardinopolis,SP
5qJx9PqWtmvz,79906,Sao Paulo,SP
5J59DUlE9kJ8,70383,Sao Paulo,SP
7M0QdmS1PxEi,11470,Esteio,RS
qIrtt42A0sIc,60732,Contagem,MG
65tq0QRJvetz,4832,Sao Paulo,SP
iS7lHTM5Gooz,3989,Petropolis,RJ
6sr3llZF8Brp,82310,Nhandeara,SP
kBPLweKExPDT,99711,Miracatu,SP
dcbzIXholttq,32412,Santa Fe Do Sul,SP
VWulBE8SFLWH,36600,Franco Da Rocha,SP
HwjWsOFRNkJK,5855,Sao Paulo,SP
MXMqwswUiacX,29490,Rio Grande,RS
j0dXielY0JUP,31744,Rio De Janeiro,RJ
sAqzrTnrexXo,3977,Balneario Gaivota,SC
6FUTjDTMeqVZ,86290,Ituiutaba,MG
SKRnaqKrvExJ,72602,Santos,SP
t0KvCkadXG2r,9720,Vila Velha,ES
gdWsbP0xm4Wq,25922,Belo Horizonte,MG
rXDHO2qCWcPn,3077,Itamarandiba,MG
cxwbKCobPqbi,13289,Cosmopolis,SP
jEnRv8JAzKwg,17180,Taboao Da Serra,SP
a7uYDQmeHYR3,4338,Sao Paulo,SP
UfS4o1RlrcBp,97544,Goiania,GO
aXr5YoHAz8D0,25046,Porto Alegre,RS
L0EPAg5gercr,26051,Florianopolis,SC
7VuL2GYiu3tB,71820,Sao Paulo,SP
F5tCEdTG29Yb,9321,Sao Paulo,SP
5ZuX9FurCoo7,46300,Santo Antonio De Jesus,BA
VYDWkNXGUnQC,13085,Mafra,SC
4NI1hud0I99a,5347,Porto Alegre,RS
ZkXre9ZOQbmE,78655,Blumenau,SC
Zy8sGIFMDoKm,7781,Pelotas,RS
x11WlUCpQzea,13603,Ribeirao Preto,SP
cRuRQbIUDenz,45652,Jaboatao Dos Guararapes,PE
eT4OdAR55lzg,26572,Peruibe,SP
sXckxayUjc8N,39750,Joao Pessoa,PB
bsyNP917sINI,95390,Guarulhos,SP
QKcWBIVuUgqh,5397,Sao Jose Dos Campos,SP
CJUDrz6grVRO,3910,Orlandia,SP
3lL3JuXlG4GN,53160,Rio De Janeiro,RJ
Xilu0Rf76Pl8,36160,Santa Cruz Do Sul,RS
w09FJwIb1hmM,30690,Marilia,SP
Sv780MfZwQ62,98760,Marilia,SP
aYvv7c9hsikJ,79700,Arraial Do Cabo,RJ
hwmubXM13MTw,26423,Rio De Janeiro,RJ
BU9ZqRz3nCNS,29020,Rio De Janeiro,RJ
6EHAD6Tzr6Dd,12170,Sao Jose Do Rio Preto,SP
XIeYZjVnsGGo,9603,Manhuacu,MG
IqMgVI7gP67m,26293,Porto Alegre,RS
oLX8MGgx6ME9,42701,Capivari,SP
EtmSOUH3EfrS,45910,Itaquaquecetuba,SP
tetVnwv66V6w,74932,Cornelio Procopio,PR
Ckr0PeTFYaOr,54759,Sao Paulo,SP
aEibVrrwimRc,3963,Vinhedo,SP
5evF46Wiy0n2,72338,Porto Alegre,RS
GJsDwaAKfx4V,7182,Cantagalo,RJ
YddjKvL2AHNm,71720,Petropolis,RJ
wPaQXxBKhmnN,12289,Santo Andre,SP
zwVoqCs7ARXt,36090,Araras,SP
y17nvlRxGdFQ,93330,Dourados,MS
ufZ84JuJ1wvj,38745,Rio De Janeiro,RJ
h7JeXj39gojw,26381,Goiania,GO
XLDkVur0iPWM,3881,Cuiaba,MT
YkvrHP5aLs5S,3259,Sao Paulo,SP
E0KEx6sswSey,83203,Porto Alegre,RS
Rs1QcOGD68GV,65916,Rio Negrinho,SC
fITjkiYkEswI,26275,Guarapari,ES
bITcVtQxbFEC,85635,Jacupiranga,SP
V5YS0kwND34F,66035,Rio De Janeiro,RJ
ganSiFyoAiMr,81315,Rio De Janeiro,RJ
cQ55tQEAFPeA,79045,Barueri,SP
vbg4abaOxXcH,88865,Campinas,SP
Qu7GDcIZ7keQ,4470,Tres Coracoes,MG
7zsoXsVkpGfl,79622,Sao Paulo,SP
9Sl2jAukkipW,15704,Taquaritinga,SP
LXw83jGALADs,91180,Rio De Janeiro,RJ
m3ylCYk8ZDvw,69301,Sao Paulo,SP
vjEo52eYZSDS,11706,Suzano,SP
bbaUgWbGmfXJ,55665,Sao Paulo,SP
Y7QCPQYyygmU,3388,Sao Paulo,SP
jhgJDCYhIboQ,93040,Jardim Alegre,PR
sFl8HciIS190,51021,Nova Iguacu,RJ
lhUegJi15vv8,5741,Sao Paulo,SP
tPlHXarzxofO,37554,Porto Alegre,RS
UzTgU39QJ26e,88955,Brusque,SC
Vimv0f52XlOQ,44005,Hortolandia,SP
3VCbGmowvjIy,86700,Ituiutaba,MG
jOND00YJyXmW,27420,Rio De Janeiro,RJ
njBWIoEBpj7c,49020,Presidente Prudente,SP
jSBMaBOyxuO3,29101,Rio De Janeiro,RJ
mAEExNni7avy,89850,Suzano,SP
zeZ8G3nNzO6o,88371,Sao Paulo,SP
pxjfcmj3GV64,30350,Osasco,SP
QMXBmV4l6iFp,12327,Sao Paulo,SP
SfPnnlIiyTBZ,4692,Muzambinho,MG
kqD0Go1bqyuw,11990,Guarabira,PB
jxgRn5cHEovd,3515,Colina,SP
U4TbjQg8DHw0,84605,Papagaios,MG
02s3gXJohABo,88705,Sao Paulo,SP
fN1GcNUPDDeg,66033,Brasilia,DF
eCBc75a4JUh9,84550,Porto Alegre,RS
5Tt11PEmJ8ge,4931,Cerquilho,SP
rCyRqMMDSH4O,8573,Atibaia,SP
T7hFgs4xYpJk,50660,Sao Paulo,SP
nH8kG4VcAs71,86803,Belo Horizonte,MG
IhU0aF0SiCVJ,37713,Rio De Janeiro,RJ
SWhT4eoxL4BS,23550,Matinhos,PR
ac5d69ZnZvsK,11250,Sao Paulo,SP
NZZoakaBJLN4,75855,Curitiba,PR
HUFy5rQC3uis,4548,Porto Alegre,RS
sNCb87jjSy1p,48840,Rio De Janeiro,RJ
WSDLoWRYdhQy,18277,Maceio,AL
NkxZnFTJNeNU,79825,Tres Irmaos,RJ
3UEhriF2lsjc,12580,Sao Sebastiao,SP
88utr4W8p9PY,2033,Sao Paulo,SP
Nf7mP1EQqGTP,21765,Rio De Janeiro,RJ
Np3A2S8KIF9F,11065,Mage,RJ
oKjwF5OOTR2M,14057,Ilheus,BA
G8DQz4wGRgqH,76330,Maraba,PA
4mLisu1iIBWi,1501,Ubatuba,SP
2RtYr8k80fDd,13408,Oliveira,MG
dY733Hx05lSi,23092,Aparecida De Goiania,GO
RJfylHdE0Ezf,16206,Curitiba,PR
PMVe6ZqppDyp,6090,Sarandi,RS
YRC2A9oyr4Pp,59695,Santo Antonio Do Leverger,MT
UlqNXgVnRhQg,70719,Batatais,SP
jNHSH9Q4ekLc,58302,Embu Das Artes,SP
v2eiTUapncxg,44770,Potirendaba,SP
NgHVauqvEObo,89520,Artur Nogueira,SP
N4CD5dYHHcT0,13278,Parapua,SP
QMybiwTJx9nK,55641,Franca,SP
eDs9dKfchgXr,25571,Caraguatatuba,SP
KGlfHCFkM3Xy,6436,Sao Lourenco Do Sul,RS
K6LZvTuIP2tR,44670,Campinas,SP
ba6OXPbSrCrX,94950,Teresina,PI
Fj4tqHrr4MmB,22776,Vitoria,ES
4SoiYfFgGXcL,88545,Sao Paulo,SP
3h8jaKhoDDS9,3912,Itajuba,MG
GoyrXt4TdKqQ,83602,Brasilia,DF
rXOIvFHHKDEQ,88865,Campinas,SP
JYhyLtTuvzbn,72338,Porto Alegre,RS
fBiz0WO02tW9,54715,Rio De Janeiro,RJ
426Xyxt4QApf,9840,Barra Mansa,RJ
vLDPDP5FROL5,78850,Sao Paulo,SP
FgZ5xM9coxM0,5618,Tangua,RJ
61zR9trhyYrj,37004,Cerro Largo,RS
eragVR0o3SPT,15490,Curitiba,PR
ZAgFhITcejyj,33858,Brasilia,DF
TngZ7xe7XkZG,39995,Carapicuiba,SP
FxU8ja8n0ZvS,76382,Sao Paulo,SP
pL2RN0JXCF2F,28450,Sao Paulo,SP
cISgDCMZ8JWd,60120,Rio De Janeiro,RJ
8Z7qNxv75lYr,12228,Pedro Leopoldo,MG
l8WOL8MrBOKw,8683,Sao Paulo,SP
9nU9vowfejE8,5508,Curitiba,PR
iYZ0YsCwaLrJ,12283,Santana Do Livramento,RS
pXB3OXsuo9fv,74675,Sao Jose Do Rio Preto,SP
PZ9VaVFGf3D0,38060,Goiania,GO
4CEvjn2XuRIC,3068,Sao Paulo,SP
V7wjDfwdvo1i,30672,Fortaleza,CE
rkwypKpfHYc8,6280,Porto Alegre,RS
AwLHq7wG2bqa,38180,Tubarao,SC
aYRKa3VC7avB,28942,Brasilia,DF
sVQKNuVvRARb,40445,Datas,MG
RNJuhw0eBCCP,28897,Jerico,PB
P6bnhmKA8tyK,17065,Tapiratiba,SP
RxrNCAF7dLaj,63630,Sao Paulo,SP
BeHfFbLP2tyV,13085,Mafra,SC
dkE8yUrjRugr,44180,Rio De Janeiro,RJ
OiFu3YNOpr5R,74485,Sao Paulo,SP
8j2Lf8jGLLym,2925,Sao Jose Dos Pinhais,PR
zzD1xhuhJMdK,11707,Jacobina,BA
z4B0gniuk2oW,18500,Sao Paulo,SP
hW09zm809rOb,1310,Rio De Janeiro,RJ
xivQMgchEWo4,40220,Niteroi,RJ
sZ2oGlfFAGri,88865,Campinas,SP
80gKF0UJPNg5,4931,Cerquilho,SP
dzLi44ij8ji7,66823,Campinas,SP
xdNd0Rump8kj,89157,Sao Paulo,SP
78kSVf2Z6XQc,42843,Curitiba,PR
xDpRs315859q,3251,Montanha,ES
nWsRICDnPaSy,85423,Fortaleza,CE
